OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
287370,GO-2022344736,2/22/2022 5:00:00 AM,2/22/2022 5:00:00 AM,2022,February,22,53,Tuesday   ,13,2022.0,February,22.0,53.0,Tuesday   ,13,D22,"Apartment (Rooming House, Condo)",Apartment,1420,110,Assault Bodily Harm,Assault,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
87361,GO-20161512278,8/26/2016 4:00:00 AM,8/26/2016 4:00:00 AM,2016,August,26,239,Friday    ,12,2016.0,August,26.0,239.0,Friday    ,12,D42,Convenience Stores,Commercial,1610,100,Robbery With Weapon,Robbery,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.29810638446,43.7810568361668,-8827424.82353771,5431622.50403436
41101,GO-2015638454,4/17/2015 4:00:00 AM,4/17/2015 4:00:00 AM,2015,April,17,107,Friday    ,22,2015.0,April,17.0,107.0,Friday    ,22,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,200,Robbery - Mugging,Robbery,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3826234441251,43.6529628920665,-8836833.21962026,5411893.51870053
47965,GO-20151090849,6/29/2015 4:00:00 AM,6/29/2015 4:00:00 AM,2015,June,29,180,Monday    ,0,2015.0,June,29.0,180.0,Monday    ,0,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1450,100,Discharge Firearm - Recklessly,Assault,146,Malvern East (146),132,Malvern (132),-79.2370357797051,43.7895409874256,-8820626.474998,5432930.72113658
119576,GO-20171402593,8/4/2017 4:00:00 AM,8/4/2017 4:00:00 AM,2017,August,4,216,Friday    ,12,2017.0,August,4.0,216.0,Friday    ,12,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1450,100,Discharge Firearm - Recklessly,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2489619603485,43.7917398789932,-8821954.0912827,5433269.81047998
143782,GO-2018619705,4/6/2018 4:00:00 AM,4/6/2018 4:00:00 AM,2018,April,6,96,Friday    ,22,2018.0,April,6.0,96.0,Friday    ,22,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.516021712951,43.7507267804519,-8851683.04699804,5426947.26617038
12440,GO-20142170635,5/28/2014 4:00:00 AM,3/30/2014 4:00:00 AM,2014,May,28,148,Wednesday ,14,2014.0,March,30.0,89.0,Sunday    ,12,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,142,Woburn North (142),137,Woburn (137),-79.2400871871487,43.7845225855058,-8820966.15607144,5432156.88432898
348901,GO-20231557194,7/5/2023 4:00:00 AM,7/5/2023 4:00:00 AM,2023,July,5,186,Wednesday ,11,2023.0,July,5.0,186.0,Wednesday ,11,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,Break and Enter,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.398221034039,43.6432729823767,-8838569.53539666,5410402.79578431
3068,GO-20141493973,2/8/2014 5:00:00 AM,2/8/2014 5:00:00 AM,2014,February,8,39,Saturday  ,18,2014.0,February,8.0,39.0,Saturday  ,18,D54,Convenience Stores,Commercial,1610,210,Robbery - Business,Robbery,058,Old East York (58),058,Old East York (58),-79.3492730189266,43.6934266043975,-8833120.66729151,5418121.17051246
276919,GO-20212130548,11/5/2021 4:00:00 AM,11/5/2021 4:00:00 AM,2021,November,5,309,Friday    ,15,2021.0,November,5.0,309.0,Friday    ,13,D53,Ttc Subway Station,Transit,1610,200,Robbery - Mugging,Robbery,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3841910505493,43.6708037100493,-8837007.72483326,5414638.82940344
357708,GO-20232074166,9/5/2023 4:00:00 AM,9/5/2023 4:00:00 AM,2023,September,5,248,Tuesday   ,14,2023.0,September,5.0,248.0,Tuesday   ,10,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.4451530137916,43.7861505897175,-8843793.97951218,5432407.91522321
60474,GO-20151910751,11/6/2015 5:00:00 AM,11/6/2015 5:00:00 AM,2015,November,6,310,Friday    ,19,2015.0,November,6.0,310.0,Friday    ,19,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3006515756726,43.7611514248914,-8827708.15301512,5428553.90964816
51712,GO-20151360911,8/8/2015 4:00:00 AM,8/8/2015 4:00:00 AM,2015,August,8,220,Saturday  ,22,2015.0,August,8.0,220.0,Saturday  ,22,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,110,Assault Bodily Harm,Assault,052,Bayview Village (52),052,Bayview Village (52),-79.3721703250291,43.7734706975348,-8835669.58373597,5430452.91361145
189383,GO-20191113694,6/16/2019 4:00:00 AM,6/15/2019 4:00:00 AM,2019,June,16,167,Sunday    ,18,2019.0,June,15.0,166.0,Saturday  ,0,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1410,100,Aggravated Assault,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3754693487286,43.6524651915688,-8836036.82940777,5411816.94527817
195874,GO-20191498694,8/8/2019 4:00:00 AM,7/21/2019 4:00:00 AM,2019,August,8,220,Thursday  ,13,2019.0,July,21.0,202.0,Sunday    ,12,D51,Ttc Subway Station,Transit,1420,100,Assault With Weapon,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3778924452923,43.6491434882471,-8836306.56722064,5411305.90216847
468134,GO-2026244451,2/2/2026 5:00:00 AM,2/1/2026 5:00:00 AM,2026,February,2,33,Monday    ,22,2026.0,February,1.0,32.0,Sunday    ,18,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2711412917104,43.7141903998733,-8824423.08322708,5421318.49709121
114634,GO-20171078108,6/17/2017 4:00:00 AM,6/17/2017 4:00:00 AM,2017,June,17,168,Saturday  ,3,2017.0,June,17.0,168.0,Saturday  ,3,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1457,100,Pointing A Firearm,Assault,088,High Park North (88),088,High Park North (88),-79.4568522143814,43.655379712449,-8845096.32849887,5412265.3665395
167153,GO-20182111283,11/16/2018 5:00:00 AM,11/16/2018 5:00:00 AM,2018,November,16,320,Friday    ,10,2018.0,November,16.0,320.0,Friday    ,3,D14,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4052013315982,43.646956387794,-8839346.57861561,5410969.43295578
142889,GO-2018554977,3/27/2018 4:00:00 AM,3/27/2018 4:00:00 AM,2018,March,27,86,Tuesday   ,20,2018.0,March,27.0,86.0,Tuesday   ,20,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,007,Willowridge-Martingrove-Richview (7),007,Willowridge-Martingrove-Richview (7),-79.5648628851045,43.6838574450213,-8857120.02139483,5416648.03002248
321655,GO-20222395228,12/8/2022 5:00:00 AM,12/8/2022 5:00:00 AM,2022,December,8,342,Thursday  ,13,2022.0,December,8.0,342.0,Thursday  ,10,D51,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
255584,GO-2021636884,4/7/2021 4:00:00 AM,4/7/2021 4:00:00 AM,2021,April,7,97,Wednesday ,14,2021.0,April,7.0,97.0,Wednesday ,2,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,095,Annex (95),095,Annex (95),-79.4062569376327,43.6661614100017,-8839464.088138,5413924.40269552
438636,GO-20251113457,5/29/2025 4:00:00 AM,5/29/2025 4:00:00 AM,2025,May,29,149,Thursday  ,14,2025.0,May,29.0,149.0,Thursday  ,14,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,028,Rustic (28),028,Rustic (28),-79.4962266428876,43.7095517475136,-8849479.46988542,5420604.11518311
141645,GO-2018468739,3/14/2018 4:00:00 AM,3/14/2018 4:00:00 AM,2018,March,14,73,Wednesday ,16,2018.0,March,14.0,73.0,Wednesday ,16,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4552155919082,43.6910802747482,-8844914.1405712,5417759.93914663
263640,GO-20211235355,7/1/2021 4:00:00 AM,7/1/2021 4:00:00 AM,2021,July,1,182,Thursday  ,20,2021.0,July,1.0,182.0,Thursday  ,20,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3944449351836,43.6402448793485,-8838149.18197879,5409936.99324285
365908,GO-20232544543,11/2/2023 4:00:00 AM,11/2/2023 4:00:00 AM,2023,November,2,306,Thursday  ,17,2023.0,November,2.0,306.0,Thursday  ,9,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.4159903445941,43.7816329965267,-8840547.60604893,5431711.33953729
116793,GO-20171223083,7/8/2017 4:00:00 AM,7/8/2017 4:00:00 AM,2017,July,8,189,Saturday  ,14,2017.0,July,8.0,189.0,Saturday  ,14,D42,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,Robbery,144,Morningside Heights (144),131,Rouge (131),-79.2257934962508,43.8216565832794,-8819374.98966776,5437884.48119179
64002,GO-20152135100,12/13/2015 5:00:00 AM,12/13/2015 5:00:00 AM,2015,December,13,347,Sunday    ,12,2015.0,December,13.0,347.0,Sunday    ,12,D51,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,073,Moss Park (73),073,Moss Park (73),-79.3671912550964,43.6550123941161,-8835115.31619895,5412208.85064866
371866,GO-20232872631,12/14/2023 5:00:00 AM,12/14/2023 5:00:00 AM,2023,December,14,348,Thursday  ,17,2023.0,December,14.0,348.0,Thursday  ,17,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2973628569635,43.6949270154543,-8827342.05449068,5418352.17515749
338293,GO-2023881135,4/21/2023 4:00:00 AM,4/20/2023 4:00:00 AM,2023,April,21,111,Friday    ,7,2023.0,April,20.0,110.0,Thursday  ,22,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.4869866505386,43.7041023570653,-8848450.87868105,5419764.9449364
55730,GO-20151594529,9/18/2015 4:00:00 AM,4/4/2015 4:00:00 AM,2015,September,18,261,Friday    ,15,2015.0,April,4.0,94.0,Saturday  ,23,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.5196267807768,43.6858914934216,-8852084.36133207,5416961.1453402
427375,GO-2025388629,2/22/2025 5:00:00 AM,2/22/2025 5:00:00 AM,2025,February,22,53,Saturday  ,6,2025.0,February,22.0,53.0,Saturday  ,6,D55,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1430,100,Assault,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.3474276738472,43.6594173026196,-8832915.24442578,5412886.61685113
429221,GO-2025511102,3/10/2025 4:00:00 AM,3/10/2025 4:00:00 AM,2025,March,10,69,Monday    ,13,2025.0,March,10.0,69.0,Monday    ,13,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.2912296959164,43.7400072489838,-8826659.31413121,5425295.46674323
290955,GO-2022565630,3/26/2022 4:00:00 AM,3/26/2022 4:00:00 AM,2022,March,26,85,Saturday  ,21,2022.0,March,26.0,85.0,Saturday  ,21,D12,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4705579063304,43.6796976181972,-8846622.03915328,5416007.71164452
18289,GO-20142588610,7/30/2014 4:00:00 AM,7/28/2014 4:00:00 AM,2014,July,30,211,Wednesday ,10,2014.0,July,28.0,209.0,Monday    ,13,D53,Ttc Subway Station,Transit,1430,100,Assault,Assault,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.3983132447477,43.7067408049577,-8838579.80027822,5420171.23898739
319070,GO-20222243343,11/17/2022 5:00:00 AM,11/17/2022 5:00:00 AM,2022,November,17,321,Thursday  ,15,2022.0,November,17.0,321.0,Thursday  ,15,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,158,Islington (158),014,Islington-City Centre West (14),-79.5576726811549,43.6415046131106,-8856319.61154685,5410130.77088615
374035,GO-20232987455,12/31/2023 5:00:00 AM,12/31/2023 5:00:00 AM,2023,December,31,365,Sunday    ,2,2023.0,December,31.0,365.0,Sunday    ,2,D33,"Gas Station (Self, Full, Attached Convenience)",Commercial,1430,100,Assault,Assault,047,Don Valley Village (47),047,Don Valley Village (47),-79.3471754536688,43.7751414132723,-8832887.16742381,5430710.48282667
365973,GO-20232551148,11/3/2023 4:00:00 AM,1/1/2017 5:00:00 AM,2023,November,3,307,Friday    ,14,2017.0,January,1.0,1.0,Sunday    ,12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3981419342902,43.646230385334,-8838560.73002494,5410857.74545434
442341,GO-20251345260,6/28/2025 4:00:00 AM,6/28/2025 4:00:00 AM,2025,June,28,179,Saturday  ,9,2025.0,June,28.0,179.0,Saturday  ,8,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3795628472736,43.6562871953909,-8836492.5155207,5412404.99420423
288971,GO-2022441486,3/8/2022 5:00:00 AM,3/8/2022 5:00:00 AM,2022,March,8,67,Tuesday   ,23,2022.0,March,8.0,67.0,Tuesday   ,12,D33,Schools During Un-Supervised Activity,Educational,1430,100,Assault,Assault,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.370654419977,43.75303989611,-8835500.83396328,5427303.73882368
280091,GO-20212342762,12/5/2021 5:00:00 AM,12/5/2021 5:00:00 AM,2021,December,5,339,Sunday    ,5,2021.0,December,5.0,339.0,Sunday    ,5,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6030338839742,43.7244236508987,-8861369.19756658,5422894.67840547
1225,GO-20141355840,1/16/2014 5:00:00 AM,1/16/2014 5:00:00 AM,2014,January,16,16,Thursday  ,17,2014.0,January,16.0,16.0,Thursday  ,16,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2827729817954,43.7161914850549,-8825717.91703495,5421626.69398
415614,GO-20242579794,11/12/2024 5:00:00 AM,11/12/2024 5:00:00 AM,2024,November,12,317,Tuesday   ,0,2024.0,November,12.0,317.0,Tuesday   ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.412620450021,43.734765574477,-8840172.4710535,5424487.87155235
341919,GO-20231111659,5/17/2023 4:00:00 AM,5/17/2023 4:00:00 AM,2023,May,17,137,Wednesday ,22,2023.0,May,17.0,137.0,Wednesday ,22,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3372029249399,43.7165682575294,-8831777.03057361,5421684.72378398
4702,GO-20141617664,2/28/2014 5:00:00 AM,2/28/2014 5:00:00 AM,2014,February,28,59,Friday    ,23,2014.0,February,28.0,59.0,Friday    ,23,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2716844696982,43.6872374388916,-8824483.54952545,5417168.34211367
406808,GO-20241945538,9/5/2024 4:00:00 AM,9/5/2024 4:00:00 AM,2024,September,5,249,Thursday  ,9,2024.0,September,5.0,249.0,Thursday  ,9,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,059,Danforth East York (59),059,Danforth East York (59),-79.3158485432473,43.6928039146514,-8829399.87164317,5418025.30244351
446337,GO-20251586435,7/30/2025 4:00:00 AM,7/29/2025 4:00:00 AM,2025,July,30,211,Wednesday ,0,2025.0,July,29.0,210.0,Tuesday   ,23,D31,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,022,Humbermede (22),022,Humbermede (22),-79.5403096958959,43.7427228772455,-8854386.772898,5425713.89670123
163213,GO-20181884060,10/12/2018 4:00:00 AM,10/12/2018 4:00:00 AM,2018,October,12,285,Friday    ,8,2018.0,October,12.0,285.0,Friday    ,8,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.289706290534,43.7811035363216,-8826489.72946234,5431629.70445164
360893,GO-20232253920,9/27/2023 4:00:00 AM,9/26/2023 4:00:00 AM,2023,September,27,270,Wednesday ,10,2023.0,September,26.0,269.0,Tuesday   ,14,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3466150216221,43.7032343898983,-8832824.78041895,5419631.29079007
2369,GO-20141443385,1/31/2014 5:00:00 AM,1/29/2014 5:00:00 AM,2014,January,31,31,Friday    ,12,2014.0,January,29.0,29.0,Wednesday ,21,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4177009274317,43.6516891964183,-8840738.02716612,5411697.55600881
102283,GO-2017221533,2/4/2017 5:00:00 AM,2/4/2017 5:00:00 AM,2017,February,4,35,Saturday  ,21,2017.0,February,4.0,35.0,Saturday  ,21,D12,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,113,Weston (113),113,Weston (113),-79.5282738443259,43.704558954033,-8853046.94798209,5419835.25493256
333556,GO-2023593334,3/17/2023 4:00:00 AM,3/16/2023 4:00:00 AM,2023,March,17,76,Friday    ,0,2023.0,March,16.0,75.0,Thursday  ,20,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
455920,GO-20252181978,10/17/2025 4:00:00 AM,10/17/2025 4:00:00 AM,2025,October,17,290,Friday    ,12,2025.0,October,17.0,290.0,Friday    ,12,D41,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2753368942618,43.7237369820274,-8824890.13550529,5422788.90546221
255844,GO-2021657038,4/10/2021 4:00:00 AM,4/10/2021 4:00:00 AM,2021,April,10,100,Saturday  ,10,2021.0,April,10.0,100.0,Saturday  ,10,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,126,Dorset Park (126),126,Dorset Park (126),-79.285866593939,43.7646941364139,-8826062.2963475,5429099.97504435
382825,GO-2024499964,3/6/2024 5:00:00 AM,3/6/2024 5:00:00 AM,2024,March,6,66,Wednesday ,12,2024.0,March,6.0,66.0,Wednesday ,10,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.4260237606051,43.7412877774773,-8841664.52080896,5425492.77095997
452136,GO-20251944890,9/15/2025 4:00:00 AM,9/15/2025 4:00:00 AM,2025,September,15,258,Monday    ,22,2025.0,September,15.0,258.0,Monday    ,21,NSA,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
460838,GO-20252484426,11/27/2025 5:00:00 AM,11/27/2025 5:00:00 AM,2025,November,27,331,Thursday  ,20,2025.0,November,27.0,331.0,Thursday  ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.516012730746,43.6193510302164,-8851682.04712638,5406723.60482667
95187,GO-20162036812,11/16/2016 5:00:00 AM,11/15/2016 5:00:00 AM,2016,November,16,321,Wednesday ,13,2016.0,November,15.0,320.0,Tuesday   ,18,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,024,Black Creek (24),024,Black Creek (24),-79.5323796133425,43.7625099891654,-8853504.00009649,5428763.31178304
9099,GO-20141934990,4/22/2014 4:00:00 AM,4/22/2014 4:00:00 AM,2014,April,22,112,Tuesday   ,7,2014.0,April,22.0,112.0,Tuesday   ,7,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,024,Black Creek (24),024,Black Creek (24),-79.5096433192454,43.7604764866434,-8850973.00742588,5428449.87991071
84182,GO-20161288133,7/22/2016 4:00:00 AM,7/22/2016 4:00:00 AM,2016,July,22,204,Friday    ,23,2016.0,July,22.0,204.0,Friday    ,23,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4651841320447,43.7261177520512,-8846023.83336795,5423155.63908625
71209,GO-2016393597,3/6/2016 5:00:00 AM,3/4/2016 5:00:00 AM,2016,March,6,66,Sunday    ,13,2016.0,March,4.0,64.0,Friday    ,12,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.4617495092518,43.6791037147952,-8845641.49288453,5415916.2963188
224404,GO-2020838101,5/4/2020 4:00:00 AM,5/4/2020 4:00:00 AM,2020,May,4,125,Monday    ,16,2020.0,May,4.0,125.0,Monday    ,16,D13,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1430,100,Assault,Assault,094,Wychwood (94),094,Wychwood (94),-79.4288362244611,43.680974511173,-8841977.602758,5416204.25789761
320922,GO-20222348191,12/2/2022 5:00:00 AM,12/1/2022 5:00:00 AM,2022,December,2,336,Friday    ,0,2022.0,December,1.0,335.0,Thursday  ,12,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,047,Don Valley Village (47),047,Don Valley Village (47),-79.343746456519,43.7758819156433,-8832505.45322384,5430824.64629674
107201,GO-2017576326,4/1/2017 4:00:00 AM,4/1/2017 4:00:00 AM,2017,April,1,91,Saturday  ,22,2017.0,April,1.0,91.0,Saturday  ,21,D52,Bar / Restaurant,Commercial,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3883851394897,43.6475698866735,-8837474.60857376,5411063.81401819
454162,GO-20252067981,10/2/2025 4:00:00 AM,1/1/2018 5:00:00 AM,2025,October,2,275,Thursday  ,1,2018.0,January,1.0,1.0,Monday    ,0,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.5039320165735,43.6260546019364,-8850337.22819547,5407754.46505178
349268,GO-20231582335,7/8/2023 4:00:00 AM,7/8/2023 4:00:00 AM,2023,July,8,189,Saturday  ,0,2023.0,July,8.0,189.0,Saturday  ,0,D31,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,024,Black Creek (24),024,Black Creek (24),-79.5154576133408,43.7578820850479,-8851620.25167328,5428050.00972241
425171,GO-2025242631,2/2/2025 5:00:00 AM,1/24/2025 5:00:00 AM,2025,February,2,33,Sunday    ,13,2025.0,January,24.0,24.0,Friday    ,18,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,1430,100,Assault,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3244844376247,43.7123599741607,-8830361.21507711,5421036.59324188
191752,GO-20191255824,7/5/2019 4:00:00 AM,7/5/2019 4:00:00 AM,2019,July,5,186,Friday    ,23,2019.0,July,5.0,186.0,Friday    ,23,D13,Pharmacy,Other,1430,100,Assault,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4511747844337,43.6954990665445,-8844464.31988226,5418440.25032668
416428,GO-20242508534,11/18/2024 5:00:00 AM,11/17/2024 5:00:00 AM,2024,November,18,323,Monday    ,6,2024.0,November,17.0,322.0,Sunday    ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2723861249147,43.7927716829828,-8824561.65740276,5433428.92843458
228184,GO-20201112597,6/17/2020 4:00:00 AM,6/17/2020 4:00:00 AM,2020,June,17,169,Wednesday ,9,2020.0,June,17.0,169.0,Wednesday ,1,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4150254229137,43.7937409075429,-8840440.19142323,5433578.39837408
182896,GO-2019705408,4/19/2019 4:00:00 AM,6/1/2018 4:00:00 AM,2019,April,19,109,Friday    ,5,2018.0,June,1.0,152.0,Friday    ,5,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4347398217521,43.6526519014412,-8842634.78828121,5411845.67123778
161710,GO-20181784350,9/26/2018 4:00:00 AM,9/26/2018 4:00:00 AM,2018,September,26,269,Wednesday ,16,2018.0,September,26.0,269.0,Wednesday ,16,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4512904778212,43.6986946621395,-8844477.19887942,5418932.27100404
