OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
198917,GO-20191692184,9/4/2019 4:00:00 AM,9/4/2019 4:00:00 AM,2019,September,4,247,Wednesday ,13,2019.0,September,4.0,247.0,Wednesday ,13,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6014240729127,43.7531004547176,-8861189.99422579,5427313.07171295
461242,GO-20252507908,12/1/2025 5:00:00 AM,12/1/2025 5:00:00 AM,2025,December,1,335,Monday    ,8,2025.0,December,1.0,335.0,Monday    ,5,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,124,Kennedy Park (124),124,Kennedy Park (124),-79.2535205186091,43.7239121917331,-8822461.54774933,5422815.89430003
28978,GO-20143331084,11/19/2014 5:00:00 AM,11/19/2014 5:00:00 AM,2014,November,19,323,Wednesday ,16,2014.0,November,19.0,323.0,Wednesday ,16,D22,Ttc Subway Station,Transit,1430,100,Assault,Assault,015,Kingsway South (15),015,Kingsway South (15),-79.5117455956092,43.6482539547105,-8851207.03183103,5411169.05259551
262309,GO-20211182083,6/19/2021 4:00:00 AM,6/14/2021 4:00:00 AM,2021,June,19,170,Saturday  ,9,2021.0,June,14.0,165.0,Monday    ,2,D53,Retirement Home,Other,1420,110,Assault Bodily Harm,Assault,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3892595620592,43.7060952241474,-8837571.94889686,5420071.82445288
417412,GO-20242569593,11/26/2024 5:00:00 AM,11/26/2024 5:00:00 AM,2024,November,26,331,Tuesday   ,12,2024.0,November,26.0,331.0,Tuesday   ,12,D53,Convenience Stores,Commercial,1430,100,Assault,Assault,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3783565772322,43.7108360353892,-8836358.23415854,5420801.89801371
372149,GO-20232887332,12/16/2023 5:00:00 AM,12/16/2023 5:00:00 AM,2023,December,16,350,Saturday  ,14,2023.0,December,16.0,350.0,Saturday  ,14,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4859273855714,43.7428737057047,-8848332.96184063,5425737.13732292
360910,GO-20232260560,9/28/2023 4:00:00 AM,9/27/2023 4:00:00 AM,2023,September,28,271,Thursday  ,7,2023.0,September,27.0,270.0,Wednesday ,17,D12,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.4571327171397,43.6749159273718,-8845127.55394999,5415271.72515062
394294,GO-20241199937,6/3/2024 4:00:00 AM,6/1/2024 4:00:00 AM,2024,June,3,155,Monday    ,7,2024.0,June,1.0,153.0,Saturday  ,17,D12,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4907623072824,43.6699919402328,-8848871.18278438,5414513.89808172
210403,GO-20192411604,12/14/2019 5:00:00 AM,12/14/2019 5:00:00 AM,2019,December,14,348,Saturday  ,20,2019.0,December,14.0,348.0,Saturday  ,20,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.438822582731,43.7318796536481,-8843089.27915676,5424043.26234778
62310,GO-20152017401,11/24/2015 5:00:00 AM,11/24/2015 5:00:00 AM,2015,November,24,328,Tuesday   ,17,2015.0,November,24.0,328.0,Tuesday   ,17,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,070,South Riverdale (70),070,South Riverdale (70),-79.3505867649229,43.6430468821505,-8833266.91282727,5410368.01479746
28514,GO-20143298988,11/14/2014 5:00:00 AM,11/13/2014 5:00:00 AM,2014,November,14,318,Friday    ,9,2014.0,November,13.0,317.0,Thursday  ,17,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5211442525158,43.7279327701198,-8852253.28554241,5423435.23410837
